,patent_year,patent_firstnamed_assignee_latitude,patent_firstnamed_assignee_longitude,patent_firstnamed_inventor_latitude,patent_firstnamed_inventor_longitude,patent_num_cited_by_us_patents,patent_num_combined_citations,patent_num_foreign_citations,patent_num_us_application_citations,patent_num_us_patent_citations,patent_num_claims,detail_desc_length,patent_processing_time,patent_average_processing_time
1869,2021,33.6783,-118.0,33.5427,-117.785,1,21,1,18,2,7,30702.0,732,781.0
1870,2021,37.5165,-122.294,37.5165,-122.294,0,239,7,102,130,46,25922.0,1036,1067.0
1871,2021,37.5165,-122.294,37.5165,-122.294,0,239,7,102,130,55,25926.0,1036,1067.0
1872,2021,37.3229,-122.032,37.6688,-122.081,0,11,0,8,3,17,46818.0,1229,952.0
1873,2021,32.7174,-117.163,43.8564,-79.3377,3,1,0,1,0,30,72172.0,466,586.0
1874,2021,40.6834,-74.4426,38.9671,-76.8619,0,6,0,3,3,20,49518.0,601,815.0
1875,2021,37.3541,-121.955,37.3791,-122.117,1,39,5,20,14,20,96327.0,774,815.0
1876,2021,37.3362,-121.891,39.146,-77.4119,0,7,0,3,4,20,40360.0,708,815.0
1877,2021,33.749,-84.3903,37.7648,-121.954,3,6,0,6,0,20,69817.0,732,777.0
1878,2021,42.0701,-87.8114,42.1287,-87.8265,0,14,8,3,3,18,55682.0,1303,1168.0
1879,2021,35.6828,139.759,35.6828,139.759,1,8,1,7,0,7,118472.0,624,1209.0
1880,2021,51.4191,5.40456,37.2871,-121.945,0,27,3,10,14,20,76270.0,678,815.0
1881,2021,35.6928,138.687,35.6928,138.687,1,10,4,3,3,8,54525.0,697,942.0
1882,2021,35.6928,138.687,35.6928,138.687,2,21,9,10,2,8,53500.0,1030,991.0
1883,2021,37.3541,-121.955,37.3541,-121.955,1,45,1,25,19,17,25980.0,1092,991.0
1884,2021,43.0702,-70.7549,41.1954,-73.4379,2,57,2,47,8,20,15541.0,341,770.0
1885,2021,1.29048,103.852,37.3362,-121.891,0,30,0,18,12,21,72851.0,902,894.0
1886,2021,37.3541,-121.955,37.3791,-122.117,1,15,2,13,0,17,54144.0,984,894.0
1887,2021,37.4443,-122.16,37.3229,-122.032,0,18,0,16,2,20,17562.0,844,839.0
1888,2021,50.6089,10.3846,47.9568,7.74967,0,27,0,24,3,19,63165.0,987,898.0
1889,2021,37.3894,-122.083,37.3894,-122.083,3,52,0,49,3,20,38903.0,256,770.0
1890,2021,53.3498,-6.26027,28.6517,77.2219,0,9,0,5,4,20,69817.0,1754,996.0
1891,2021,47.6038,-122.33,47.6038,-122.33,3,7,0,6,1,20,30818.0,903,894.0
1892,2021,41.1265,-73.714,53.6519,-6.68336,0,21,0,14,7,25,66605.0,726,839.0
1893,2021,34.0195,-118.491,34.0537,-118.243,81,12,0,6,6,18,80938.0,495,925.0
1894,2021,38.9343,-77.1776,40.0548,-88.2517,1,12,1,10,1,20,112959.0,809,839.0
1895,2021,49.5978,11.0038,45.6523,25.6103,1,6,0,4,2,20,43454.0,648,1009.0
1896,2021,37.3894,-122.083,34.0537,-118.243,0,19,0,19,0,10,28796.0,755,1059.0
1897,2021,40.7127,-74.006,19.7192,81.2444,0,5,1,3,1,1,14414.0,260,816.0
1898,2021,47.6038,-122.33,47.6038,-122.33,3,4,0,2,2,20,96611.0,711,847.0
1899,2021,37.2297,-80.4137,38.8904,-77.0842,49,5,0,3,2,25,82351.0,509,680.0
1900,2021,42.2289,-71.5196,52.1375,-8.64629,0,8,0,4,4,20,61321.0,1140,898.0
1901,2021,37.3362,-121.891,45.2092,5.7812,1,9,0,4,5,20,42668.0,732,815.0
1902,2021,37.452,-122.178,37.3894,-122.083,3,11,0,8,3,16,48794.0,910,898.0
1903,2021,35.6928,138.687,35.6928,138.687,2,30,21,9,0,14,31256.0,1587,1082.0
1904,2021,31.1173,121.753,31.1173,121.753,0,15,11,3,1,15,97297.0,175,770.0
1905,2021,42.2289,-71.5196,35.7883,-78.7812,0,19,0,6,13,20,36451.0,593,839.0
1906,2021,35.2272,-80.8431,13.0837,80.2702,0,60,1,29,30,17,32381.0,442,770.0
1907,2021,47.6694,-122.124,37.3362,-121.891,0,15,0,13,2,16,58547.0,897,894.0
1908,2021,37.3362,-121.891,37.3541,-121.955,4,147,0,94,53,20,45749.0,1187,894.0
1909,2021,41.1265,-73.714,53.3498,-6.26027,0,9,0,6,3,20,42678.0,943,894.0
1910,2021,37.3894,-122.083,37.3894,-122.083,0,65,1,55,9,25,55138.0,925,894.0
1911,2021,41.8756,-87.6244,41.8756,-87.6244,1,79,1,64,14,20,96422.0,970,894.0
1912,2021,41.1265,-73.714,25.7742,-80.1936,0,15,0,5,10,18,31382.0,796,839.0
1913,2021,49.5978,11.0038,39.939,-75.2555,1,64,0,54,10,20,23531.0,1881,1336.0
1914,2021,47.6038,-122.33,47.5766,-122.228,4,2,0,2,0,20,53725.0,1562,1346.0
1915,2021,30.2711,-97.7437,30.2711,-97.7437,0,0,0,0,0,20,87015.0,552,1059.0
1916,2021,37.779,-122.42,37.779,-122.42,2,1,0,0,1,19,47954.0,195,816.0
1917,2021,37.3894,-122.083,32.1562,34.893,4,17,0,11,6,20,67842.0,743,917.0
1918,2021,54.687,25.2829,54.687,25.2829,0,16,6,7,3,15,13587.0,585,788.0
1919,2021,38.662,-90.5643,38.6313,-90.2353,0,8,0,8,0,19,22863.0,1943,1222.0
1920,2021,33.749,-84.3903,40.3451,-74.184,0,24,4,6,14,20,49115.0,365,714.0
1921,2021,37.3362,-121.891,37.5483,-121.989,0,14,0,10,4,20,54072.0,1040,898.0
1922,2021,37.3362,-121.891,37.3362,-121.891,0,17,1,12,4,18,37308.0,1492,942.0
1923,2021,36.3818,139.734,41.4739,-81.5371,1,3,0,1,2,19,89935.0,405,784.0
1924,2021,37.3541,-121.955,37.5483,-121.989,17,44,8,17,19,20,176833.0,897,995.0
1925,2021,41.1265,-73.714,41.7066,-73.9284,1,17,1,13,3,8,43628.0,1379,947.0
1926,2021,47.6038,-122.33,47.6038,-122.33,1,38,0,35,3,20,45579.0,925,1240.0
1927,2021,38.9343,-77.1776,38.9343,-77.1776,2,15,0,15,0,20,91228.0,432,770.0
1928,2021,41.1265,-73.714,47.6681,-117.105,0,26,0,18,8,18,75867.0,1965,996.0
1929,2021,41.8756,-87.6244,41.8756,-87.6244,22,307,16,185,106,52,63016.0,908,894.0
1930,2021,41.8756,-87.6244,41.8756,-87.6244,21,338,16,204,118,36,73958.0,735,839.0
1931,2021,37.779,-122.42,37.779,-122.42,2,11,0,10,1,20,117125.0,1036,875.0
1932,2021,42.3751,-71.1056,42.3876,-71.0995,1,24,0,13,11,30,54633.0,441,770.0
1933,2021,37.5667,126.978,37.5667,126.978,0,21,2,16,3,13,57570.0,684,1059.0
1934,2021,42.2682,-83.7312,42.2682,-83.7312,5,58,2,34,22,9,99752.0,524,925.0
1935,2021,49.2434,-122.973,49.2609,-123.114,4,13,2,4,7,25,123569.0,1356,1346.0
1936,2021,37.779,-122.42,37.3362,-121.891,0,5,0,5,0,20,54490.0,1558,1346.0
1937,2021,37.3362,-121.891,37.7022,-121.936,0,2,0,1,1,20,87298.0,617,917.0
1938,2021,53.3498,-6.26027,28.3617,76.9402,1,10,0,8,2,20,88011.0,1062,1043.0
1939,2021,35.2272,-80.8431,17.8521,79.3766,2,13,1,8,4,18,127742.0,1317,1145.0
1940,2021,47.6038,-122.33,42.3959,-71.1787,12,26,0,25,1,28,112624.0,1288,828.0
1941,2021,42.2682,-83.7312,42.2682,-83.7312,1,13,0,9,4,20,42790.0,123,760.0
1942,2021,37.3894,-122.083,34.1476,-118.144,0,73,11,47,15,20,80105.0,467,901.0
1943,2021,35.6928,138.687,35.6928,138.687,0,9,3,2,4,3,24253.0,806,942.0
1944,2021,37.3541,-121.955,45.5202,-122.674,0,7,0,6,1,18,83938.0,823,839.0
1945,2021,35.6828,139.759,36.6486,138.195,0,23,4,13,6,4,82077.0,707,839.0
1946,2021,41.1265,-73.714,41.034,-73.7629,0,26,1,20,5,18,39629.0,935,894.0
1947,2021,41.1265,-73.714,32.2229,-110.975,0,12,0,5,7,21,44299.0,770,839.0
1948,2021,35.2272,-80.8431,35.2272,-80.8431,1,164,0,155,9,20,62049.0,937,894.0
1949,2021,37.3894,-122.083,37.3362,-121.891,1,29,0,20,9,15,46259.0,656,1059.0
1950,2021,47.6694,-122.124,37.3688,-122.036,0,2,0,2,0,20,29118.0,740,917.0
1951,2021,37.3362,-121.891,31.8769,34.7383,1,28,1,16,11,24,62408.0,1460,1346.0
1952,2021,45.0061,-93.1566,32.7174,-117.163,7,15,0,2,13,18,30038.0,1316,1346.0
1953,2021,37.3362,-121.891,37.3362,-121.891,0,13,1,8,4,20,38153.0,1363,1346.0
1954,2021,37.3362,-121.891,47.2496,-122.44,19,20,0,8,12,21,53234.0,1733,1336.0
1955,2021,42.0334,-88.0834,42.0427,-88.0793,1,14,0,12,2,14,51403.0,967,1240.0
1956,2021,47.0709,15.4383,47.0709,15.4383,3,3,0,3,0,30,65356.0,193,925.0
1957,2021,38.9343,-77.1776,38.8904,-77.0842,2,8,0,7,1,20,77343.0,530,816.0
1958,2021,40.4798,-88.9939,33.0556,-96.6221,3,266,0,186,80,20,206951.0,383,816.0
1959,2021,37.779,-122.42,37.779,-122.42,0,2,0,2,0,19,47952.0,137,703.0
1960,2021,37.779,-122.42,37.452,-122.178,2,11,0,9,2,19,73136.0,243,770.0
1961,2021,36.3496,127.385,36.3496,127.385,1,13,3,7,3,16,55391.0,687,714.0
1962,2021,35.2272,-80.8431,35.2272,-80.8431,0,18,0,4,14,21,58664.0,1240,898.0
1963,2021,37.779,-122.42,37.8708,-122.273,2,32,0,26,6,16,120011.0,351,755.0
1964,2021,34.0195,-118.491,34.0537,-118.243,1,194,19,87,88,20,89742.0,845,788.0
1965,2021,29.6197,-95.6349,37.4275,-122.17,2,8,2,4,2,20,59495.0,1650,1175.0
1966,2021,42.3223,-83.1763,38.678,-121.176,1,19,1,13,5,11,53807.0,880,777.0
1967,2021,31.9296,34.7991,31.9296,34.7991,3,43,0,29,14,20,88610.0,628,839.0
1968,2021,41.1265,-73.714,35.9132,-79.0558,0,9,0,8,1,20,33969.0,788,839.0
1969,2021,43.6535,-79.3839,40.7216,-74.0475,0,3,0,1,2,20,46468.0,1055,894.0
1970,2021,41.1265,-73.714,32.2229,-110.975,0,12,0,5,7,23,44300.0,777,1059.0
1971,2021,44.9405,-93.4639,33.6857,-117.826,0,15,0,9,6,16,86071.0,896,839.0
1972,2021,35.7883,-78.7812,35.7804,-78.6391,7,37,2,20,15,30,125614.0,273,816.0
1973,2021,38.9343,-77.1776,38.8904,-77.0842,1,6,1,5,0,20,88037.0,523,816.0
1974,2021,37.779,-122.42,37.779,-122.42,0,15,0,14,1,17,34918.0,239,816.0
1975,2021,47.6694,-122.124,37.5483,-121.989,0,7,0,4,3,20,79127.0,1106,1043.0
1976,2021,18.7362,75.3121,40.7076,-73.7093,0,5,0,5,0,20,133446.0,1012,1043.0
1977,2021,41.1265,-73.714,13.0837,80.2702,2,13,0,6,7,20,80515.0,795,1059.0
1978,2021,52.2055,0.118664,52.7724,-1.2078,0,17,6,8,3,19,49787.0,1273,875.0
1979,2021,41.1265,-73.714,12.9768,77.5901,0,13,2,9,2,20,40439.0,601,751.0
1980,2021,38.662,-90.5643,40.8579,-74.426,2,11,0,7,4,21,84145.0,810,976.0
1981,2021,42.0447,-87.693,42.0447,-87.693,1,4,0,4,0,16,49834.0,1716,906.0
1982,2021,39.1929,-76.7241,45.4211,-75.6901,5,25,0,14,11,20,56992.0,393,755.0
1983,2021,37.779,-122.42,47.6038,-122.33,3,98,0,72,26,20,82617.0,564,815.0
1984,2021,35.6828,139.759,35.6828,139.759,0,14,2,10,2,10,64995.0,1847,988.0
1985,2021,37.3541,-121.955,37.452,-122.178,1,6,1,3,2,20,68675.0,729,1009.0
1986,2021,35.6928,138.687,35.6928,138.687,0,20,3,8,9,13,53475.0,879,950.0
1987,2021,35.6928,138.687,35.5011,138.765,0,12,3,4,5,7,40379.0,889,1004.0
1988,2021,42.8142,-73.9396,42.8154,-73.8929,3,70,6,35,29,20,17634.0,522,874.0
1989,2021,37.6821,-121.768,37.8045,-122.271,0,33,3,26,4,52,25365.0,830,935.0
1990,2021,37.56,-122.269,37.4863,-122.233,7,285,23,181,81,20,146374.0,722,1059.0
1991,2021,34.6938,135.501,43.1573,-77.6152,0,19,0,13,6,17,36762.0,781,839.0
1992,2021,32.6481,35.0944,-37.8142,144.963,1,10,0,7,3,20,67622.0,644,839.0
1993,2021,41.1265,-73.714,35.7883,-78.7812,0,28,0,26,2,16,39762.0,918,839.0
1994,2021,41.1265,-73.714,35.7883,-78.7812,0,28,0,26,2,8,39930.0,736,839.0
1995,2021,42.2205,-87.9804,41.8756,-87.6244,7,3,0,3,0,20,52653.0,481,794.0
1996,2021,42.2289,-71.5196,41.9487,-71.0731,0,21,0,14,7,20,49749.0,630,839.0
1997,2021,51.5073,-0.127647,51.5073,-0.127647,1,8,1,4,3,20,25135.0,1603,947.0
1998,2021,41.1265,-73.714,32.2229,-110.975,0,20,0,10,10,21,45196.0,1077,894.0
1999,2021,36.0189,129.343,36.0189,129.343,0,8,0,8,0,4,5210.0,655,788.0
2000,2021,35.6828,139.759,35.6828,139.759,0,14,4,10,0,14,60576.0,1086,867.0
2001,2021,42.3751,-71.1056,42.3751,-71.1056,0,10,3,6,1,18,32901.0,526,750.0
2002,2021,44.9405,-93.4639,44.9405,-93.4639,1,7,0,6,1,16,127267.0,754,1003.0
2003,2021,37.3362,-121.891,37.4283,-121.907,0,35,0,25,10,20,40646.0,930,894.0
2004,2021,43.6535,-79.3839,43.6535,-79.3839,3,119,42,47,30,26,67215.0,1456,1341.0
2005,2021,37.3362,-121.891,46.3032,7.53667,0,15,1,12,2,5,48334.0,1575,942.0
2006,2021,37.3362,-121.891,19.1943,72.9702,0,16,0,5,11,18,35765.0,958,898.0
2007,2021,39.1732,-77.2717,39.1732,-77.2717,0,30,0,20,10,18,39567.0,560,871.0
2008,2021,40.7127,-74.006,40.7127,-74.006,0,2,0,2,0,20,59354.0,259,755.0
2009,2021,35.2272,-80.8431,39.4497,-75.7167,0,36,0,17,19,17,32929.0,501,770.0
2010,2021,37.3362,-121.891,37.3894,-122.083,0,50,18,28,4,24,72268.0,1576,920.0
2011,2021,30.0799,-95.4173,32.7174,-117.163,0,14,4,5,5,15,23386.0,1365,1346.0
2012,2021,37.544,-122.307,37.544,-122.307,1,15,0,14,1,11,45788.0,726,781.0
2013,2021,37.3791,-122.117,37.3541,-121.955,2,18,6,11,1,20,61190.0,876,930.0
2014,2021,35.6928,138.687,35.6928,138.687,0,29,13,11,5,5,38704.0,977,991.0
2015,2021,37.3362,-121.891,30.7334,76.7797,1,7,1,5,1,14,54806.0,670,839.0
2016,2021,37.5319,-122.248,18.5214,73.8545,0,11,0,10,1,20,29168.0,840,839.0
2017,2021,41.1265,-73.714,41.7066,-73.9284,0,10,0,9,1,8,43630.0,1357,947.0
2018,2021,51.5073,-0.127647,30.2711,-97.7437,1,19,1,10,8,1,29731.0,1140,894.0
2019,2021,41.1265,-73.714,42.3709,-71.1828,5,43,2,34,7,20,69742.0,928,839.0
2020,2021,38.9343,-77.1776,33.0137,-96.6925,1,8,2,5,1,20,106368.0,613,839.0
2021,2021,50.1426,8.57163,15.2729,73.9583,0,6,0,4,2,10,67801.0,1026,894.0
2022,2021,44.8547,-93.4708,28.5708,77.3271,0,34,2,20,12,20,95113.0,648,839.0
2023,2021,41.8756,-87.6244,34.6929,-86.7511,0,33,0,30,3,21,27472.0,1573,900.0
2024,2021,41.1265,-73.714,17.3606,78.4741,85,15,0,2,13,20,52356.0,993,1240.0
2025,2021,37.452,-122.178,37.779,-122.42,0,2,0,2,0,11,36330.0,1482,1346.0
2026,2021,37.8045,-122.271,37.8314,-122.287,0,5,0,5,0,17,32431.0,284,925.0
2027,2021,37.779,-122.42,37.779,-122.42,0,9,0,9,0,20,49710.0,106,703.0
2028,2021,42.6334,-71.3162,42.5998,-71.3673,1,30,2,16,12,18,40284.0,1125,1043.0
2029,2021,40.7127,-74.006,41.0534,-73.5387,9,18,0,15,3,25,70560.0,231,925.0
2030,2021,50.6089,10.3846,32.2725,34.8868,0,35,0,31,4,17,56920.0,781,917.0
2031,2021,39.9778,-105.132,39.7546,-105.221,1,21,3,14,4,33,64233.0,993,875.0
2032,2021,37.3894,-122.083,34.0211,-118.396,0,1,0,1,0,20,100254.0,638,788.0
2033,2021,49.5978,11.0038,49.5978,11.0038,0,11,4,6,1,11,50150.0,858,788.0
2034,2021,37.4443,-122.16,39.7392,-104.985,0,8,0,7,1,21,92100.0,406,758.0
2035,2021,37.779,-122.42,37.779,-122.42,0,7,0,7,0,15,50016.0,397,755.0
2036,2021,35.2272,-80.8431,34.0537,-118.243,2,59,1,30,28,20,39782.0,259,840.0
2037,2021,40.7127,-74.006,41.6674,-87.8305,0,18,0,0,18,14,35542.0,630,839.0
2038,2021,35.7883,-78.7812,35.9967,-78.9018,4,27,0,21,6,30,61943.0,133,674.0
2039,2021,37.4443,-122.16,32.7167,-117.081,0,31,0,18,13,17,77204.0,468,770.0
2040,2021,33.6857,-117.826,33.6857,-117.826,3,4,0,4,0,16,63602.0,1723,1336.0
2041,2021,45.4642,9.18963,44.9864,10.4153,2,11,0,4,7,20,50935.0,446,755.0
2042,2021,42.2289,-71.5196,12.9768,77.5901,0,12,0,10,2,20,34464.0,818,917.0
2043,2021,33.749,-84.3903,32.0769,34.8525,0,1,1,0,0,7,27338.0,669,917.0
2044,2021,40.7127,-74.006,40.2853,-74.3335,0,12,0,11,1,20,113109.0,407,816.0
2045,2021,36.3729,-94.2088,47.6038,-122.33,3,3,0,1,2,28,60028.0,1047,1043.0
2046,2021,38.895,-77.0365,38.895,-77.0365,5,1,0,1,0,13,53637.0,274,726.0
2047,2021,37.452,-122.178,37.452,-122.178,7,7,0,7,0,20,87020.0,1253,898.0
2048,2021,37.544,-122.307,37.544,-122.307,0,7,1,5,1,20,98732.0,974,818.0
2049,2021,34.0923,-118.369,34.0923,-118.369,3,24,0,20,4,18,40256.0,298,745.0
2050,2021,33.883,130.875,33.883,130.875,1,12,3,9,0,20,49416.0,980,1001.0
2051,2021,40.7127,-74.006,41.9288,-74.0024,1,6,0,6,0,13,21204.0,1512,1193.0
2052,2021,41.3948,-73.454,53.0822,-1.57321,2,19,1,12,6,20,54099.0,1342,1254.0
2053,2021,37.6821,-121.768,37.8045,-122.271,0,5,0,5,0,34,35345.0,2078,1274.0
2054,2021,37.3541,-121.955,45.5202,-122.674,5,80,13,45,22,30,247217.0,179,674.0
2055,2021,37.3229,-122.032,37.3688,-122.036,0,19,2,14,3,20,49480.0,659,839.0
2056,2021,41.1265,-73.714,12.9768,77.5901,3,36,0,25,11,12,44834.0,523,770.0
2057,2021,38.9584,-77.358,38.8462,-77.3064,9,33,0,30,3,20,50682.0,1252,894.0
2058,2021,-33.8698,151.208,-33.8698,151.208,0,52,1,46,5,21,28014.0,299,770.0
2059,2021,37.8314,-122.287,37.8314,-122.287,0,12,3,7,2,20,83298.0,559,925.0
2060,2021,37.3894,-122.083,37.4443,-122.16,18,452,46,285,121,21,64915.0,1762,1160.0
2061,2021,37.3541,-121.955,37.5483,-121.989,0,64,0,13,51,19,78707.0,1386,1346.0
2062,2021,37.3362,-121.891,37.3688,-122.036,3,9,0,6,3,20,32008.0,1369,1346.0
2063,2021,37.4863,-122.233,37.3791,-122.117,0,2,0,2,0,24,49424.0,1365,1346.0
2064,2021,37.3362,-121.891,45.2092,5.7812,0,15,0,5,10,20,62174.0,1303,1240.0
2065,2021,37.3362,-121.891,37.3362,-121.891,1,29,1,9,19,23,48958.0,1142,1240.0
2066,2021,41.1265,-73.714,32.2229,-110.975,0,21,0,11,10,25,45202.0,1098,894.0
2067,2021,41.1265,-73.714,-33.601,150.75,1,20,0,18,2,12,35417.0,1243,1043.0
2068,2021,47.6144,-122.192,47.5766,-122.228,0,1005,41,407,557,44,35502.0,988,1043.0
2069,2021,42.3756,-71.2358,38.8462,-77.3064,0,4,0,3,1,20,46229.0,756,788.0
2070,2021,37.5667,126.978,37.5667,126.978,2,8,1,6,1,10,139694.0,1230,894.0
2071,2021,47.6038,-122.33,42.3959,-71.1787,7,15,0,14,1,32,112623.0,1330,828.0
2072,2021,36.1673,-115.149,37.8771,-122.18,15,9,0,9,0,21,193819.0,302,770.0
2073,2021,35.6828,139.759,35.6828,139.759,0,17,8,5,4,1,45313.0,1139,842.0
2074,2021,38.9343,-77.1776,38.8051,-77.047,2,12,0,10,2,20,99269.0,460,925.0
2075,2021,33.749,-84.3903,45.5032,-73.5698,11,21,4,15,2,38,107863.0,1020,1015.0
2076,2021,35.6928,138.687,35.6928,138.687,0,21,13,5,3,8,39931.0,1089,1001.0
2077,2021,39.1399,-77.1929,38.895,-77.0365,1,42,3,19,20,22,92917.0,775,942.0
2078,2021,1.29048,103.852,37.3362,-121.891,0,28,0,18,10,23,72872.0,965,894.0
2079,2021,37.3894,-122.083,12.9768,77.5901,1,5,0,2,3,30,87919.0,986,894.0
2080,2021,37.3541,-121.955,17.3606,78.4741,0,75,0,3,72,20,34064.0,509,770.0
2081,2021,37.3362,-121.891,40.174,-80.2462,0,7,0,1,6,17,54081.0,743,839.0
2082,2021,53.3498,-6.26027,24.5685,84.8017,2,31,0,15,16,20,62831.0,1050,894.0
2083,2021,39.9062,116.391,37.3541,-121.955,3,24,8,14,2,20,118381.0,957,867.0
2084,2021,42.3223,-83.1763,37.4443,-122.16,0,7,2,2,3,20,45868.0,662,839.0
2085,2021,37.3541,-121.955,32.2725,34.8868,2,8,1,4,3,20,216272.0,1565,1346.0
2086,2021,35.7883,-78.7812,35.7325,-78.8505,4,5,0,2,3,30,78709.0,125,673.0
2087,2021,37.6624,-121.875,37.8858,-122.118,0,11,2,8,1,20,113943.0,1649,1346.0
2088,2021,40.7127,-74.006,37.3229,-122.032,3,10,0,9,1,20,51153.0,2020,1336.0
2089,2021,37.779,-122.42,37.779,-122.42,0,8,0,6,2,30,87303.0,1476,1346.0
2090,2021,36.3729,-94.2088,37.2638,-122.023,0,6,0,6,0,20,78656.0,1288,1240.0
2091,2021,40.6834,-74.4426,33.0137,-96.6925,0,12,0,11,1,20,59799.0,630,917.0
2092,2021,47.6038,-122.33,47.6694,-122.124,0,16,0,11,5,20,57297.0,440,778.0
2093,2021,40.4417,-79.9901,40.4417,-79.9901,1,28,1,24,3,19,47016.0,983,1067.0
2094,2021,34.9381,-82.2272,39.7589,-84.1916,2,18,0,16,2,17,34089.0,132,698.0
2095,2021,37.3362,-121.891,32.0687,34.8247,6,24,0,15,9,20,34650.0,644,618.0
2096,2021,37.3541,-121.955,37.3541,-121.955,0,1,0,1,0,20,37751.0,790,935.0
2097,2021,37.3229,-122.032,37.2266,-121.975,2,24,0,9,15,20,52468.0,1426,1087.0
2098,2021,39.9062,116.391,39.9062,116.391,1,20,6,9,5,20,21477.0,1006,875.0
2099,2021,35.2272,-80.8431,32.8295,-96.9442,0,28,0,15,13,15,43020.0,764,839.0
2100,2021,41.1265,-73.714,44.1643,-92.5351,1,15,0,8,7,19,66387.0,848,839.0
2101,2021,37.3362,-121.891,37.4863,-122.233,0,3,0,2,1,20,91118.0,2073,1034.0
2102,2021,49.8728,8.65118,13.0837,80.2702,1,18,0,16,2,18,70291.0,978,894.0
2103,2021,37.3894,-122.083,47.3745,8.54104,0,23,2,9,12,22,32829.0,526,925.0
2104,2021,35.6928,138.687,35.6928,138.687,0,22,13,9,0,17,90667.0,956,1059.0
2105,2021,41.1265,-73.714,41.034,-73.7629,0,7,1,3,3,20,47796.0,880,839.0
2106,2021,37.5319,-122.248,33.7321,-84.9191,1,19,0,16,3,24,37827.0,957,917.0
2107,2021,40.7127,-74.006,40.7127,-74.006,7,9,0,5,4,23,74997.0,928,917.0
2108,2021,37.3541,-121.955,12.9768,77.5901,5,8,1,3,4,28,231931.0,1590,907.0
2109,2021,41.1265,-73.714,42.4473,-71.2245,0,11,0,6,5,20,93684.0,426,750.0
2110,2021,37.452,-122.178,47.6144,-122.192,5,5,0,5,0,20,113595.0,1125,867.0
2111,2021,32.7174,-117.163,32.7174,-117.163,0,54,0,47,7,30,94241.0,1201,848.0
2112,2021,35.1595,126.852,35.1595,126.852,0,3,0,1,2,10,45216.0,476,755.0
2113,2021,22.546,114.121,45.4211,-75.6901,0,14,5,9,0,19,73600.0,816,714.0
2114,2021,51.9095,-8.26118,49.2609,-123.114,2,82,43,36,3,26,124521.0,1488,900.0
2115,2021,37.3894,-122.083,37.3541,-121.955,5,30,0,17,13,16,66674.0,1328,1001.0
2116,2021,41.1265,-73.714,32.2229,-110.975,0,64,1,46,17,21,34058.0,1152,894.0
2117,2021,37.2633,127.029,42.5584,-71.2689,0,18,4,7,7,20,37337.0,755,1059.0
2118,2021,42.2289,-71.5196,30.2711,-97.7437,10,17,0,13,4,20,76465.0,545,770.0
2119,2021,37.779,-122.42,37.56,-122.269,0,1,0,1,0,20,83070.0,802,839.0
2120,2021,51.4393,5.47863,37.4443,-122.16,0,7,1,6,0,17,24655.0,1023,894.0
2121,2021,40.7127,-74.006,31.9277,34.9419,0,7,0,5,2,20,58309.0,188,674.0
2122,2021,37.3894,-122.083,35.9967,-78.9018,0,4,0,2,2,20,40989.0,433,770.0
2123,2021,39.1135,-94.6265,38.8839,-94.8189,1,4,0,3,1,14,61802.0,911,839.0
2124,2021,37.3362,-121.891,37.2638,-122.023,1,6,0,6,0,20,53934.0,1881,1336.0
2125,2021,29.7589,-95.3677,19.2963,72.8618,0,4,0,4,0,20,56137.0,833,1059.0
2126,2021,47.6038,-122.33,47.6038,-122.33,1,60,6,32,22,22,245884.0,2567,1227.0
2127,2021,37.3362,-121.891,37.3362,-121.891,2,6,0,4,2,20,51890.0,1765,1336.0
2128,2021,35.7883,-78.7812,35.7325,-78.8505,0,9,0,2,7,30,71726.0,624,1059.0
2129,2021,40.7127,-74.006,40.7127,-74.006,0,16,0,14,2,17,24607.0,606,1059.0
2130,2021,38.9343,-77.1776,37.7648,-121.954,0,3,0,2,1,20,79606.0,530,816.0
2131,2021,37.779,-122.42,37.779,-122.42,2,14,0,12,2,19,98485.0,889,917.0
2132,2021,37.779,-122.42,37.779,-122.42,1,2,0,2,0,20,72650.0,777,917.0
2133,2021,40.4417,-79.9901,40.4417,-79.9901,0,20,1,17,2,11,34173.0,997,1067.0
2134,2021,51.4393,5.47863,51.3507,5.45945,3,14,0,3,11,20,46754.0,400,925.0
2135,2021,29.7589,-95.3677,37.3362,-121.891,1,5,0,2,3,18,62345.0,847,815.0
2136,2021,37.3894,-122.083,37.3688,-122.036,0,9,2,6,1,19,56641.0,1062,1048.0
2137,2021,37.3541,-121.955,37.3894,-122.083,0,74,4,19,51,20,68089.0,939,839.0
2138,2021,42.2289,-71.5196,31.2457,34.7925,0,50,0,42,8,18,59883.0,1056,894.0
2139,2021,47.6144,-122.192,47.9673,-122.201,2,20,1,10,9,20,42430.0,694,839.0
2140,2021,53.3498,-6.26027,53.3498,-6.26027,1,12,6,6,0,20,45809.0,1387,900.0
2141,2021,42.2289,-71.5196,32.0604,34.8761,0,2,0,2,0,19,33173.0,1041,894.0
2142,2021,24.8066,120.969,24.7167,121.141,0,9,0,6,3,20,24860.0,714,839.0
2143,2021,42.1711,-87.8445,41.8756,-87.6244,0,9,0,8,1,20,48067.0,1104,894.0
2144,2021,37.3362,-121.891,37.2638,-122.023,2,3,0,3,0,20,97643.0,732,1059.0
2145,2021,37.3362,-121.891,37.2638,-122.023,1,34,2,24,8,22,102515.0,791,839.0
