,target,patent_num_claims,detail_desc_length,patent_processing_time,patent_num_us_application_citations,patent_firstnamed_assignee_longitude,patent_year
164,1,20,54831.0,1155,15,-73.714,2019
165,1,20,53165.0,1278,21,-122.178,2019
166,1,20,41496.0,1240,8,-73.714,2019
167,1,19,135535.0,664,9,-118.353,2019
168,1,33,20706.0,1502,48,-117.826,2019
169,0,19,88749.0,344,29,-77.1776,2019
170,1,5,50249.0,469,3,138.687,2019
171,0,20,43596.0,333,9,-63.5859,2019
172,1,18,75177.0,516,18,-73.714,2019
173,0,14,46802.0,509,10,10.3846,2019
174,0,17,42826.0,335,5,34.9984,2019
175,1,16,77780.0,747,2,138.687,2019
176,1,16,219270.0,522,24,-121.955,2019
177,1,18,56734.0,991,7,-121.891,2019
178,1,20,82312.0,732,5,-122.42,2019
179,1,16,46862.0,848,5,138.383,2019
180,1,21,39230.0,554,23,-117.272,2019
181,1,20,40510.0,923,34,34.8676,2019
182,0,20,46580.0,1227,10,-122.083,2019
183,1,20,81156.0,477,15,-122.124,2019
184,0,19,42601.0,671,3,-122.42,2019
185,1,20,102276.0,707,3,-111.694,2019
186,0,20,51721.0,221,3,-104.988,2019
187,1,17,43219.0,1020,11,-121.891,2019
188,1,30,60114.0,361,45,11.0038,2019
189,1,20,83766.0,838,8,-122.083,2019
190,0,20,119654.0,930,60,-122.33,2019
191,0,26,27159.0,426,5,-122.42,2019
192,1,20,52227.0,1591,1,-122.124,2019
193,0,20,75193.0,223,8,-77.1776,2019
194,0,14,50733.0,167,4,-77.1776,2019
195,0,20,77088.0,162,11,-77.1776,2019
196,1,18,42677.0,994,9,-77.1776,2019
197,0,20,57271.0,533,2,-122.33,2019
198,1,20,91242.0,351,81,-118.491,2019
199,0,20,71329.0,872,11,-122.33,2019
200,1,20,51803.0,1247,0,-73.714,2019
201,1,9,12567.0,508,25,-73.714,2019
202,1,8,43615.0,1139,10,-73.714,2019
203,1,31,150374.0,1370,14,-87.6244,2019
204,1,15,31464.0,1620,16,116.391,2019
205,1,28,95638.0,963,10,-122.117,2019
206,1,20,20778.0,742,2,-121.955,2019
207,0,20,43882.0,351,8,-105.271,2019
208,1,25,83160.0,278,14,-77.1929,2019
209,1,30,91186.0,251,0,-78.7812,2019
210,0,30,108561.0,546,2,-122.33,2019
211,1,20,72309.0,741,3,-6.26027,2019
212,0,20,70303.0,313,11,-77.1776,2019
213,1,16,39225.0,923,22,-83.1763,2019
214,0,20,53204.0,207,12,-122.178,2019
215,1,20,97475.0,281,4,5.47863,2019
216,1,20,83169.0,917,13,-77.1929,2019
217,1,24,71214.0,799,92,-75.5466,2019
218,1,20,23156.0,2337,42,-71.1956,2019
219,1,20,62391.0,735,7,11.0038,2019
220,1,11,134317.0,1425,6,139.759,2019
221,0,16,57313.0,869,6,-88.9939,2019
222,1,44,129063.0,1061,73,-73.714,2019
223,1,20,48650.0,372,3,-122.33,2019
224,0,33,55138.0,651,7,-88.9939,2019
225,1,21,112345.0,847,754,-121.891,2019
226,1,6,31841.0,957,0,138.687,2019
227,1,17,32716.0,896,4,10.3846,2019
228,0,20,46282.0,1323,0,-71.5196,2019
229,1,20,28269.0,1440,2,-122.083,2019
230,1,19,31319.0,806,14,-73.714,2019
231,1,20,43126.0,994,5,-122.124,2019
232,1,7,76682.0,834,24,-121.955,2019
233,0,20,52137.0,525,4,-118.491,2019
234,1,24,85134.0,1700,4,-122.233,2019
235,0,13,46398.0,442,19,-83.7312,2019
236,1,20,117297.0,848,53,-80.8431,2019
237,1,20,63555.0,658,14,-122.036,2019
238,1,20,34035.0,620,4,11.0038,2019
239,0,20,73182.0,468,13,-77.1776,2019
240,0,20,80316.0,490,28,-77.3064,2019
241,1,23,19872.0,813,10,11.0038,2019
242,0,19,73635.0,243,25,-83.7312,2019
243,1,19,54864.0,307,7,-71.1056,2019
244,1,19,107244.0,727,2,-74.006,2019
245,1,16,20515.0,1099,9,-122.42,2019
246,1,14,33107.0,706,0,138.687,2019
247,0,20,21719.0,516,16,-122.178,2019
248,1,20,36182.0,837,5,-121.891,2019
249,1,20,36552.0,1070,14,-95.3677,2019
250,1,20,53223.0,978,7,-122.036,2019
251,1,30,60014.0,439,19,-78.7812,2019
252,0,21,127896.0,1628,166,-122.33,2019
253,0,20,127900.0,1628,166,-122.33,2019
254,1,20,61783.0,665,24,-122.124,2019
255,0,23,69107.0,364,16,-115.149,2019
256,1,18,63316.0,712,2,-122.287,2019
257,1,15,68893.0,763,4,-111.694,2019
258,1,26,76824.0,333,18,-122.531,2019
259,1,20,34571.0,827,8,-121.891,2019
260,1,19,38535.0,951,7,-73.714,2019
261,1,18,41450.0,841,63,-80.8431,2019
262,1,20,37681.0,749,6,-6.26027,2019
263,1,17,24016.0,1049,13,138.687,2019
264,1,12,30377.0,804,1,138.687,2019
265,1,20,52621.0,1947,94,-122.124,2019
266,0,20,91351.0,292,1,-122.178,2019
267,1,22,52753.0,719,32,-77.358,2019
268,1,21,341028.0,1734,36,-119.813,2019
269,1,20,59665.0,1085,7,-121.891,2019
270,0,17,94323.0,460,4,-77.1776,2019
271,1,15,43050.0,614,1,138.687,2019
272,1,15,26968.0,2153,11,-75.5466,2019
273,1,18,25239.0,1796,1,-122.178,2019
274,1,16,38587.0,1226,16,-6.26027,2019
275,0,29,110780.0,497,6,-122.16,2019
276,0,20,95643.0,711,102,-122.16,2019
277,0,14,94325.0,467,4,-77.1776,2019
278,1,15,44763.0,774,4,-104.988,2019
279,1,20,178834.0,1260,23,-96.6925,2019
280,1,4,32558.0,1068,6,138.687,2019
281,1,22,63488.0,984,110,-75.5466,2019
282,1,30,48971.0,694,372,-122.192,2019
283,1,25,66896.0,1098,14,-73.714,2019
284,0,15,29031.0,202,8,-121.907,2019
285,1,28,55655.0,1371,2,-117.163,2019
286,1,20,41022.0,441,0,33.0333,2019
287,0,20,27511.0,300,7,-77.1776,2019
288,0,20,46817.0,425,5,-77.1776,2019
289,1,20,23377.0,566,11,142.467,2019
290,1,27,37416.0,634,3,-122.032,2019
291,1,20,65400.0,790,3,-74.4426,2019
292,1,8,9261.0,1068,2,138.687,2019
293,0,21,93865.0,309,14,-77.1929,2019
294,1,20,33170.0,783,8,-66.1167,2019
295,1,20,68443.0,1268,9,-122.248,2019
296,1,18,40138.0,687,6,-121.891,2019
297,1,6,42720.0,956,20,-73.714,2019
298,1,21,79345.0,558,9,-121.955,2019
299,1,15,52754.0,2017,19,-73.714,2019
300,1,20,54796.0,789,2,-122.192,2019
301,0,13,27762.0,1755,19,-122.083,2019
302,0,20,96550.0,1299,10,-122.33,2019
303,1,16,66536.0,459,4,-122.42,2019
304,1,13,45858.0,1463,17,-73.714,2019
305,1,24,47788.0,725,17,11.0038,2019
306,1,20,46722.0,1091,8,-75.5139,2019
307,0,16,66287.0,224,1,-122.42,2019
308,1,20,52816.0,1096,2,-84.4722,2019
309,1,18,53512.0,1014,32,-122.036,2019
310,1,20,92736.0,672,7,-121.955,2019
311,1,20,202357.0,821,15,-121.955,2019
312,1,20,27599.0,1114,18,-121.891,2019
313,1,15,24218.0,505,27,138.687,2019
314,1,20,28319.0,1037,11,114.121,2019
315,1,7,18232.0,1020,6,138.687,2019
316,1,20,240600.0,602,36,-121.955,2019
317,0,20,47045.0,461,4,-77.1776,2019
318,0,20,107597.0,571,9,-87.6244,2019
319,1,17,56871.0,2371,10,-95.3677,2019
320,0,20,71813.0,1286,5,-122.33,2019
321,0,20,67136.0,531,8,-77.0365,2019
322,1,30,90352.0,272,1,-78.7812,2019
323,0,19,39943.0,229,37,-77.1776,2019
324,1,30,34580.0,409,7,-92.8112,2019
325,1,20,77736.0,1996,22,-121.891,2019
326,0,11,28261.0,840,6,139.759,2019
327,1,20,35529.0,1212,9,-73.714,2019
328,0,19,53925.0,414,17,-122.156,2019
329,1,30,149941.0,603,1,-78.7812,2019
330,1,15,40263.0,880,13,129.343,2019
331,1,24,21144.0,960,5,121.141,2019
332,0,21,220196.0,1344,8,-122.33,2019
333,1,20,39004.0,750,1,-74.006,2019
334,1,20,61503.0,727,7,-73.714,2019
335,1,12,35797.0,564,4,77.5901,2019
336,1,27,57294.0,743,22,-121.955,2019
337,0,25,59231.0,764,363,-121.907,2019
338,0,21,66331.0,1600,4,-122.33,2019
339,1,20,83750.0,788,9,-84.3903,2019
340,1,15,30566.0,685,6,126.957,2019
341,1,20,64672.0,966,11,-73.714,2019
342,1,27,39605.0,791,5,-117.826,2019
343,1,12,41518.0,642,0,-105.102,2019
344,1,17,50866.0,2342,17,-122.248,2019
345,1,25,53583.0,1410,6,-121.955,2019
346,0,17,63327.0,552,5,-122.083,2019
347,1,20,40707.0,862,3,-121.891,2019
348,1,20,76401.0,816,23,10.3846,2019
349,1,18,61763.0,662,1,-121.891,2019
350,1,18,58382.0,1168,3,-6.26027,2019
351,1,20,68443.0,1310,9,-122.248,2019
352,1,17,75181.0,651,18,-73.714,2019
353,0,20,66955.0,690,13,-122.33,2019
354,1,20,53560.0,1988,18,-73.714,2019
355,1,17,36720.0,917,1,-122.768,2019
356,0,19,29070.0,294,31,-77.1776,2019
357,1,20,58796.0,592,26,-122.124,2019
358,1,20,47003.0,1448,5,-6.26027,2019
359,1,17,49806.0,1419,10,-122.124,2019
360,1,20,116855.0,601,7,-121.955,2019
361,1,17,56841.0,956,4,-122.083,2019
362,1,11,39353.0,656,17,-73.714,2019
363,1,17,95601.0,918,0,-122.083,2019
364,0,20,69210.0,342,3,-74.4518,2019
365,1,18,33595.0,2204,7,-73.714,2019
366,1,7,47065.0,846,11,-80.8431,2019
367,1,8,46361.0,2350,18,-73.714,2019
368,1,20,40188.0,826,2,11.0038,2019
369,1,20,58665.0,1671,14,139.759,2019
370,0,53,78948.0,1604,117,-123.114,2019
371,1,20,81266.0,601,8,-122.178,2019
372,1,20,55163.0,449,8,-121.891,2019
373,1,20,64231.0,1846,14,-76.6108,2019
374,0,20,106775.0,525,17,-87.8265,2019
375,1,20,63574.0,1393,18,-73.714,2019
376,0,18,50970.0,417,4,-117.826,2019
377,1,12,22824.0,1447,30,11.967,2019
378,1,15,46396.0,2359,19,-73.714,2019
379,1,18,36985.0,890,8,10.3846,2019
380,1,20,106532.0,1544,18,-122.178,2019
381,1,20,144240.0,652,9,-122.42,2019
382,0,14,94325.0,537,5,-77.1776,2019
383,1,30,74982.0,232,2,5.70753,2019
384,1,13,39352.0,780,17,-73.714,2019
385,1,6,12586.0,670,14,-73.5387,2019
386,0,25,83375.0,470,2,-80.4137,2019
387,0,20,33222.0,222,17,-122.083,2019
388,0,19,47129.0,308,11,-77.1776,2019
389,1,7,37430.0,609,9,138.687,2019
390,1,15,36092.0,1161,27,-122.178,2019
391,1,2,32077.0,476,12,142.467,2019
392,1,14,64190.0,848,9,-81.254,2019
393,0,20,80090.0,718,4,-118.491,2019
394,0,22,88326.0,357,12,-97.7437,2019
395,0,20,28266.0,1539,0,-71.5196,2019
396,1,20,101745.0,1551,3,-77.2627,2019
397,1,19,63199.0,1470,1,-84.2747,2019
398,1,20,33560.0,1261,12,-74.006,2019
399,1,19,57817.0,1019,5,-122.178,2019
400,1,20,33093.0,844,5,-73.714,2019
401,1,20,50861.0,1132,17,-84.3903,2019
402,1,34,25473.0,867,23,-121.768,2019
403,1,20,77403.0,1392,6,5.40456,2019
404,1,20,45926.0,866,1,-74.4015,2019
405,1,19,40683.0,1806,14,-121.891,2019
406,1,20,67804.0,636,6,-97.6788,2019
407,0,14,64084.0,364,3,-122.16,2019
408,1,20,23994.0,707,9,127.385,2019
409,1,21,58904.0,1202,20,34.886,2019
410,0,18,53686.0,1119,3,-122.33,2019
411,1,17,183408.0,894,14,-71.0583,2019
412,0,23,70274.0,536,7,-81.7943,2019
413,0,20,65587.0,202,7,-77.1776,2019
414,1,24,34658.0,609,4,-122.178,2019
415,1,17,31540.0,1047,8,-77.1776,2019
416,1,20,63531.0,732,9,113.22,2019
417,1,20,84338.0,337,32,-122.42,2019
418,1,16,29530.0,1146,3,138.687,2019
419,1,24,18729.0,1145,1,138.687,2019
420,1,19,32977.0,924,8,-87.8874,2019
421,1,28,108663.0,585,11,-118.491,2019
422,1,20,47772.0,326,8,-122.42,2019
423,1,18,86504.0,305,1964,-122.032,2019
424,1,20,145752.0,728,22,-118.491,2019
425,1,30,136331.0,404,1,-78.7812,2019
426,1,34,53350.0,718,15,-117.826,2019
427,1,20,61040.0,2468,16,-122.124,2019
428,1,19,90639.0,1565,18,-122.178,2019
429,1,7,44601.0,1215,22,-73.714,2019
430,1,24,114244.0,1237,12,-74.006,2019
431,1,21,24867.0,770,13,127.029,2019
432,1,9,52965.0,680,9,-73.714,2019
433,1,9,54747.0,446,0,138.687,2019
434,1,20,189253.0,218,8,-118.396,2019
435,1,23,39269.0,798,11,-87.6244,2019
436,1,18,85627.0,1415,3,18.0711,2019
437,1,14,25640.0,2259,6,-121.891,2019
438,0,20,70259.0,161,10,-77.1776,2019
439,1,20,39900.0,901,6,-73.714,2019
440,1,18,63612.0,622,10,-73.714,2019
441,1,25,131640.0,1250,17,-121.955,2019
442,1,20,83700.0,279,25,-123.114,2019
443,1,14,116389.0,2085,97,-111.895,2019
444,1,18,52963.0,825,9,-73.714,2019
445,1,20,41424.0,406,7,139.759,2019
446,0,20,51720.0,169,13,-104.988,2019
447,1,19,47051.0,1133,9,-122.036,2019
448,1,20,145781.0,742,24,-118.491,2019
449,0,30,64925.0,153,0,-78.7812,2019
450,0,20,65758.0,1408,0,-71.5196,2019
451,1,19,37419.0,986,1,-74.006,2019
452,1,20,16652.0,630,3,138.687,2019
453,0,15,94325.0,572,5,-77.1776,2019
454,1,9,40319.0,215,17,-73.714,2019
455,0,20,56465.0,533,14,-73.714,2019
456,1,19,37681.0,1075,11,-121.975,2019
457,1,20,72730.0,810,6,-6.26027,2019
458,0,20,95369.0,734,0,-75.5466,2019
459,1,26,91262.0,1006,42,-122.42,2019
460,0,14,45313.0,2164,3,-73.169,2019
461,1,20,18990.0,1418,3,5.47863,2019
462,0,24,32038.0,848,2,9.18963,2019
463,1,24,55826.0,1546,7,-122.192,2019
464,1,4,42976.0,1051,4,138.687,2019
465,1,5,40775.0,568,1,-122.294,2019
466,1,9,42002.0,536,9,138.687,2019
467,1,17,40361.0,869,13,8.30547,2019
468,1,18,48486.0,194,39,-120.26,2019
469,1,20,41765.0,943,7,-122.083,2019
470,1,6,29251.0,1167,1,139.759,2019
471,1,14,171084.0,1477,3,-97.7437,2019
472,1,20,90275.0,1538,4,-121.891,2019
473,1,21,171135.0,1477,3,-97.7437,2019
474,1,18,21499.0,1407,1,-71.5196,2019
475,1,20,52599.0,1229,3,-73.714,2019
476,1,20,116855.0,748,7,-121.955,2019
477,1,20,91787.0,365,4,-87.8265,2019
478,0,8,12544.0,516,3,-98.4951,2019
479,0,20,33861.0,483,83,-121.891,2019
480,0,20,77080.0,209,13,-77.1776,2019
481,1,21,78054.0,711,6,-122.42,2019
482,1,11,15676.0,1561,12,-121.955,2019
483,0,20,103623.0,225,3,-122.307,2019
484,1,19,62122.0,846,3,-122.124,2019
485,1,24,502103.0,1806,28,-119.813,2019
486,0,20,47126.0,1643,12,-122.083,2019
487,1,20,172703.0,1576,32,-122.124,2019
488,0,20,42006.0,939,3,-122.33,2019
489,1,20,37582.0,915,12,-121.891,2019
490,1,20,35820.0,684,9,-121.891,2019
491,1,21,42548.0,1035,8,-121.891,2019
492,1,21,51721.0,721,17,-118.416,2019
493,1,19,69683.0,754,11,10.3846,2019
494,0,20,82750.0,1316,43,-122.233,2019
495,0,20,123196.0,405,0,-121.955,2019
496,1,38,58105.0,410,19,-95.3677,2019
497,1,27,77683.0,1187,7,-122.42,2019
498,1,26,57981.0,694,3,-80.8431,2019
499,1,18,33106.0,1015,4,-80.8431,2019
500,0,19,66287.0,166,1,-122.42,2019
501,1,14,137212.0,756,4,126.978,2019
502,1,18,70139.0,344,260,-122.33,2019
503,1,36,54195.0,1450,9,11.0038,2019
504,1,16,106622.0,784,5,126.978,2019
505,1,4,36469.0,662,11,138.687,2019
506,0,20,66121.0,495,7,10.3846,2019
507,1,23,102974.0,1196,122,-122.083,2019
508,0,20,68178.0,1458,5,-122.33,2019
509,1,20,96527.0,896,24,-87.6244,2019
510,0,33,46337.0,509,8,-122.42,2019
511,1,20,236322.0,755,36,-121.955,2019
512,1,20,40436.0,783,6,-122.42,2019
513,1,20,46882.0,959,75,-122.42,2019
514,0,20,62812.0,200,5,-98.4951,2019
515,1,18,83005.0,845,12,-122.42,2019
516,1,22,55788.0,1414,2,-71.2092,2019
517,0,20,75193.0,235,8,-77.1776,2019
518,1,30,183457.0,292,65,-122.42,2019
519,0,20,63698.0,327,6,-77.1776,2019
520,0,20,34217.0,487,13,-80.8431,2019
521,1,6,31948.0,609,2,138.687,2019
522,1,19,24936.0,1148,7,-80.8431,2019
523,1,20,25625.0,888,4,10.3846,2019
524,0,17,27328.0,418,1,-0.127647,2019
525,1,20,70219.0,1351,13,-122.083,2019
526,1,20,63727.0,1208,7,-122.083,2019
527,1,20,50160.0,1811,0,10.3846,2019
528,1,15,48328.0,1012,2,-122.083,2019
529,1,20,51075.0,889,5,-122.083,2019
530,0,20,76518.0,610,2,-122.33,2019
531,0,20,59202.0,166,3,-77.1776,2019
532,0,20,51937.0,1006,5,-122.083,2019
533,0,20,28741.0,392,20,-77.1776,2019
534,0,20,73610.0,210,8,-77.1776,2019
535,1,20,73183.0,224,14,-77.1776,2019
536,1,17,31612.0,581,4,-121.955,2019
537,1,18,46302.0,1411,4,-83.1763,2019
538,1,20,41904.0,852,5,-118.326,2019
539,0,20,77088.0,251,14,-77.1776,2019
540,0,15,30633.0,179,6,-122.42,2019
541,1,10,47592.0,490,5,138.687,2019
542,1,11,12985.0,720,5,138.687,2019
543,1,19,41650.0,763,9,-122.036,2019
544,1,1,20140.0,356,4,129.075,2019
545,1,18,90499.0,497,26,34.7991,2019
546,1,20,75418.0,305,1,-0.127647,2019
547,1,18,44353.0,1303,16,-6.26027,2019
548,1,19,36142.0,638,5,-77.1776,2019
549,1,24,122115.0,1531,4,-121.955,2019
550,1,20,40635.0,732,4,-73.714,2019
551,0,12,25566.0,875,5,33.0333,2019
552,0,20,14920.0,251,3,-122.42,2019
553,1,10,20371.0,1230,3,138.687,2019
554,1,12,28726.0,1100,13,138.687,2019
555,1,7,42304.0,732,0,138.687,2019
556,1,15,34389.0,666,25,77.3271,2019
557,1,10,63931.0,2182,11,-73.714,2019
558,1,20,15225.0,957,1,10.6568,2019
559,1,20,37293.0,1128,10,-117.826,2019
560,0,17,79769.0,729,13,-88.9939,2019
561,0,20,60353.0,230,2,-77.1776,2019
562,0,20,84372.0,244,5,126.978,2019
563,1,19,51615.0,558,4,-122.124,2019
564,0,20,97941.0,264,13,127.029,2019
565,1,20,31064.0,736,9,10.3846,2019
566,1,20,50583.0,853,7,-122.124,2019
567,0,12,35748.0,162,1,-122.42,2019
568,0,30,71307.0,175,8,-78.7812,2019
569,1,20,61552.0,768,16,-122.124,2019
570,1,22,186208.0,419,15,-81.379,2019
571,1,6,25220.0,756,9,138.687,2019
572,1,19,45345.0,1202,5,-122.083,2019
573,0,14,75947.0,986,5,-122.33,2019
574,1,20,59183.0,1869,3,10.3846,2019
575,1,20,78508.0,740,1,5.47863,2019
576,0,20,90239.0,1243,12,-122.124,2019
577,0,20,81041.0,308,12,-77.1776,2019
578,0,20,158143.0,754,17,-122.33,2019
579,1,20,66436.0,810,4,-6.26027,2019
580,1,12,30049.0,781,1,138.687,2019
581,1,17,72647.0,1009,3,-122.42,2019
582,1,20,111565.0,888,9,-73.714,2019
583,1,16,96351.0,761,2,-122.124,2019
584,1,26,79835.0,1462,76,-101.879,2019
585,1,28,40679.0,642,3,-71.0583,2019
586,0,7,29070.0,186,31,-77.1776,2019
587,1,21,24343.0,225,1,-122.083,2019
588,1,30,63874.0,238,3,-78.7812,2019
589,0,24,30798.0,825,4,-98.4951,2019
590,1,15,62820.0,666,0,139.759,2019
