,target,patent_num_claims,detail_desc_length,patent_processing_time,patent_num_us_application_citations,patent_firstnamed_assignee_longitude,patent_year
1809,1,19,64443.0,1226,9,-95.3677,2021
1810,1,20,201955.0,491,16,-118.396,2021
1811,1,20,29716.0,610,5,120.969,2021
1812,1,17,46761.0,733,4,-122.124,2021
1813,1,20,51542.0,1092,12,-73.714,2021
1814,1,11,69264.0,1296,34,-83.7312,2021
1815,1,20,59985.0,252,37,-84.3903,2021
1816,0,22,53128.0,1336,26,-122.42,2021
1817,1,9,73390.0,1251,8,-73.714,2021
1818,1,20,52187.0,695,3,-73.714,2021
1819,0,30,137233.0,189,2,-78.7812,2021
1820,1,20,82469.0,838,50,-122.42,2021
1821,1,20,37988.0,1127,10,50.1202,2021
1822,1,29,59509.0,965,7,11.0038,2021
1823,0,20,53476.0,839,12,-122.33,2021
1824,1,23,85968.0,753,12,-81.6937,2021
1825,1,19,35672.0,678,7,10.3846,2021
1826,0,20,49307.0,573,5,-97.6788,2021
1827,1,30,57359.0,727,6,-77.0842,2021
1828,0,22,25600.0,734,18,103.852,2021
1829,1,20,44014.0,929,4,-73.714,2021
1830,1,21,86232.0,802,2,-0.078521,2021
1831,1,14,37625.0,704,19,-97.6788,2021
1832,1,11,97366.0,1300,16,-73.714,2021
1833,1,22,138203.0,580,4,-122.42,2021
1834,0,19,52528.0,336,3,126.978,2021
1835,0,20,102108.0,335,8,126.978,2021
1836,0,20,140950.0,183,0,-6.26027,2021
1837,1,20,54162.0,747,37,-82.7395,2021
1838,1,20,101309.0,516,34,-95.3677,2021
1839,0,33,432184.0,970,24,-122.42,2021
1840,1,30,91504.0,215,21,-117.163,2021
1841,1,25,53953.0,1336,3,-122.42,2021
1842,0,24,33752.0,449,1,-77.0842,2021
1843,0,20,122174.0,552,32,-122.178,2021
1844,0,20,34903.0,419,2,-98.4951,2021
1845,1,11,50585.0,645,9,-117.826,2021
1846,1,20,146374.0,680,181,-122.269,2021
1847,1,20,21675.0,664,2,-74.006,2021
1848,0,20,95276.0,610,0,-75.5466,2021
1849,1,20,92985.0,1341,19,-73.714,2021
1850,1,17,33470.0,1713,1,-73.714,2021
1851,1,20,35099.0,1156,2,-97.6788,2021
1852,1,20,164356.0,1784,44,-122.124,2021
1853,1,20,52910.0,748,4,-121.891,2021
1854,0,21,32364.0,945,7,-121.875,2021
1855,0,20,266500.0,188,29,-96.9442,2021
1856,1,20,76739.0,700,6,-121.955,2021
1857,1,17,18707.0,1044,8,-73.714,2021
1858,1,18,234548.0,1513,3,-121.955,2021
1859,1,20,225741.0,1568,11,-97.7437,2021
1860,1,20,65036.0,1152,0,-121.891,2021
1861,1,15,102070.0,1713,4,139.759,2021
1862,1,12,85377.0,1551,11,-122.178,2021
1863,1,8,35196.0,1273,2,121.564,2021
1864,1,20,67380.0,974,20,-122.248,2021
1865,1,20,62519.0,841,19,138.687,2021
1866,1,20,42359.0,763,30,-71.5196,2021
1867,1,15,38256.0,888,8,-122.124,2021
1868,1,25,94028.0,904,7,-121.955,2021
1869,1,7,30702.0,732,18,-118.0,2021
1870,1,46,25922.0,1036,102,-122.294,2021
1871,1,55,25926.0,1036,102,-122.294,2021
1872,1,17,46818.0,1229,8,-122.032,2021
1873,1,30,72172.0,466,1,-117.163,2021
1874,1,20,49518.0,601,3,-74.4426,2021
1875,1,20,96327.0,774,20,-121.955,2021
1876,1,20,40360.0,708,3,-121.891,2021
1877,1,20,69817.0,732,6,-84.3903,2021
1878,1,18,55682.0,1303,3,-87.8114,2021
1879,1,7,118472.0,624,7,139.759,2021
1880,1,20,76270.0,678,10,5.40456,2021
1881,1,8,54525.0,697,3,138.687,2021
1882,1,8,53500.0,1030,10,138.687,2021
1883,1,17,25980.0,1092,25,-121.955,2021
1884,0,20,15541.0,341,47,-70.7549,2021
1885,1,21,72851.0,902,18,103.852,2021
1886,1,17,54144.0,984,13,-121.955,2021
1887,1,20,17562.0,844,16,-122.16,2021
1888,1,19,63165.0,987,24,10.3846,2021
1889,0,20,38903.0,256,49,-122.083,2021
1890,1,20,69817.0,1754,5,-6.26027,2021
1891,1,20,30818.0,903,6,-122.33,2021
1892,1,25,66605.0,726,14,-73.714,2021
1893,0,18,80938.0,495,6,-118.491,2021
1894,1,20,112959.0,809,10,-77.1776,2021
1895,1,20,43454.0,648,4,11.0038,2021
1896,0,10,28796.0,755,19,-122.083,2021
1897,0,1,14414.0,260,3,-74.006,2021
1898,0,20,96611.0,711,2,-122.33,2021
1899,1,25,82351.0,509,3,-80.4137,2021
1900,1,20,61321.0,1140,4,-71.5196,2021
1901,1,20,42668.0,732,4,-121.891,2021
1902,0,16,48794.0,910,8,-122.178,2021
1903,1,14,31256.0,1587,9,138.687,2021
1904,1,15,97297.0,175,3,121.753,2021
1905,1,20,36451.0,593,6,-71.5196,2021
1906,0,17,32381.0,442,29,-80.8431,2021
1907,1,16,58547.0,897,13,-122.124,2021
1908,1,20,45749.0,1187,94,-121.891,2021
1909,1,20,42678.0,943,6,-73.714,2021
1910,0,25,55138.0,925,55,-122.083,2021
1911,1,20,96422.0,970,64,-87.6244,2021
1912,1,18,31382.0,796,5,-73.714,2021
1913,1,20,23531.0,1881,54,11.0038,2021
1914,0,20,53725.0,1562,2,-122.33,2021
1915,1,20,87015.0,552,0,-97.7437,2021
1916,0,19,47954.0,195,0,-122.42,2021
1917,0,20,67842.0,743,11,-122.083,2021
1918,1,15,13587.0,585,7,25.2829,2021
1919,1,19,22863.0,1943,8,-90.5643,2021
1920,1,20,49115.0,365,6,-84.3903,2021
1921,1,20,54072.0,1040,10,-121.891,2021
1922,1,18,37308.0,1492,12,-121.891,2021
1923,0,19,89935.0,405,1,139.734,2021
1924,1,20,176833.0,897,17,-121.955,2021
1925,1,8,43628.0,1379,13,-73.714,2021
1926,1,20,45579.0,925,35,-122.33,2021
1927,0,20,91228.0,432,15,-77.1776,2021
1928,1,18,75867.0,1965,18,-73.714,2021
1929,0,52,63016.0,908,185,-87.6244,2021
1930,0,36,73958.0,735,204,-87.6244,2021
1931,1,20,117125.0,1036,10,-122.42,2021
1932,1,30,54633.0,441,13,-71.1056,2021
1933,1,13,57570.0,684,16,126.978,2021
1934,1,9,99752.0,524,34,-83.7312,2021
1935,1,25,123569.0,1356,4,-122.973,2021
1936,1,20,54490.0,1558,5,-122.42,2021
1937,1,20,87298.0,617,1,-121.891,2021
1938,1,20,88011.0,1062,8,-6.26027,2021
1939,1,18,127742.0,1317,8,-80.8431,2021
1940,0,28,112624.0,1288,25,-122.33,2021
1941,0,20,42790.0,123,9,-83.7312,2021
1942,1,20,80105.0,467,47,-122.083,2021
1943,1,3,24253.0,806,2,138.687,2021
1944,1,18,83938.0,823,6,-121.955,2021
1945,1,4,82077.0,707,13,139.759,2021
1946,1,18,39629.0,935,20,-73.714,2021
1947,1,21,44299.0,770,5,-73.714,2021
1948,1,20,62049.0,937,155,-80.8431,2021
1949,1,15,46259.0,656,20,-122.083,2021
1950,1,20,29118.0,740,2,-122.124,2021
1951,1,24,62408.0,1460,16,-121.891,2021
1952,1,18,30038.0,1316,2,-93.1566,2021
1953,1,20,38153.0,1363,8,-121.891,2021
1954,1,21,53234.0,1733,8,-121.891,2021
1955,1,14,51403.0,967,12,-88.0834,2021
1956,0,30,65356.0,193,3,15.4383,2021
1957,0,20,77343.0,530,7,-77.1776,2021
1958,0,20,206951.0,383,186,-88.9939,2021
1959,0,19,47952.0,137,2,-122.42,2021
1960,0,19,73136.0,243,9,-122.42,2021
1961,1,16,55391.0,687,7,127.385,2021
1962,1,21,58664.0,1240,4,-80.8431,2021
1963,1,16,120011.0,351,26,-122.42,2021
1964,1,20,89742.0,845,87,-118.491,2021
1965,1,20,59495.0,1650,4,-95.6349,2021
1966,1,11,53807.0,880,13,-83.1763,2021
1967,1,20,88610.0,628,29,34.7991,2021
1968,1,20,33969.0,788,8,-73.714,2021
1969,1,20,46468.0,1055,1,-79.3839,2021
1970,1,23,44300.0,777,5,-73.714,2021
1971,1,16,86071.0,896,9,-93.4639,2021
1972,0,30,125614.0,273,20,-78.7812,2021
1973,0,20,88037.0,523,5,-77.1776,2021
1974,1,17,34918.0,239,14,-122.42,2021
1975,1,20,79127.0,1106,4,-122.124,2021
1976,1,20,133446.0,1012,5,75.3121,2021
1977,1,20,80515.0,795,6,-73.714,2021
1978,1,19,49787.0,1273,8,0.118664,2021
1979,1,20,40439.0,601,9,-73.714,2021
1980,0,21,84145.0,810,7,-90.5643,2021
1981,1,16,49834.0,1716,4,-87.693,2021
1982,0,20,56992.0,393,14,-76.7241,2021
1983,0,20,82617.0,564,72,-122.42,2021
1984,1,10,64995.0,1847,10,139.759,2021
1985,1,20,68675.0,729,3,-121.955,2021
1986,1,13,53475.0,879,8,138.687,2021
1987,1,7,40379.0,889,4,138.687,2021
1988,0,20,17634.0,522,35,-73.9396,2021
1989,1,52,25365.0,830,26,-121.768,2021
1990,1,20,146374.0,722,181,-122.269,2021
1991,1,17,36762.0,781,13,135.501,2021
1992,0,20,67622.0,644,7,35.0944,2021
1993,1,16,39762.0,918,26,-73.714,2021
1994,1,8,39930.0,736,26,-73.714,2021
1995,0,20,52653.0,481,3,-87.9804,2021
1996,1,20,49749.0,630,14,-71.5196,2021
1997,0,20,25135.0,1603,4,-0.127647,2021
1998,1,21,45196.0,1077,10,-73.714,2021
1999,1,4,5210.0,655,8,129.343,2021
2000,1,14,60576.0,1086,10,139.759,2021
2001,1,18,32901.0,526,6,-71.1056,2021
2002,1,16,127267.0,754,6,-93.4639,2021
2003,1,20,40646.0,930,25,-121.891,2021
2004,1,26,67215.0,1456,47,-79.3839,2021
2005,1,5,48334.0,1575,12,-121.891,2021
2006,1,18,35765.0,958,5,-121.891,2021
2007,0,18,39567.0,560,20,-77.2717,2021
2008,0,20,59354.0,259,2,-74.006,2021
2009,1,17,32929.0,501,17,-80.8431,2021
2010,1,24,72268.0,1576,28,-121.891,2021
2011,1,15,23386.0,1365,5,-95.4173,2021
2012,1,11,45788.0,726,14,-122.307,2021
2013,1,20,61190.0,876,11,-122.117,2021
2014,1,5,38704.0,977,11,138.687,2021
2015,1,14,54806.0,670,5,-121.891,2021
2016,1,20,29168.0,840,10,-122.248,2021
2017,1,8,43630.0,1357,9,-73.714,2021
2018,0,1,29731.0,1140,10,-0.127647,2021
2019,1,20,69742.0,928,34,-73.714,2021
2020,1,20,106368.0,613,5,-77.1776,2021
2021,1,10,67801.0,1026,4,8.57163,2021
2022,1,20,95113.0,648,20,-93.4708,2021
2023,1,21,27472.0,1573,30,-87.6244,2021
2024,1,20,52356.0,993,2,-73.714,2021
2025,1,11,36330.0,1482,2,-122.178,2021
2026,0,17,32431.0,284,5,-122.271,2021
2027,0,20,49710.0,106,9,-122.42,2021
2028,1,18,40284.0,1125,16,-71.3162,2021
2029,0,25,70560.0,231,15,-74.006,2021
2030,1,17,56920.0,781,31,10.3846,2021
2031,1,33,64233.0,993,14,-105.132,2021
2032,1,20,100254.0,638,1,-122.083,2021
2033,1,11,50150.0,858,6,11.0038,2021
2034,1,21,92100.0,406,7,-122.16,2021
2035,1,15,50016.0,397,7,-122.42,2021
2036,0,20,39782.0,259,30,-80.8431,2021
2037,1,14,35542.0,630,0,-74.006,2021
2038,0,30,61943.0,133,21,-78.7812,2021
2039,1,17,77204.0,468,18,-122.16,2021
2040,1,16,63602.0,1723,4,-117.826,2021
2041,0,20,50935.0,446,4,9.18963,2021
2042,1,20,34464.0,818,10,-71.5196,2021
2043,1,7,27338.0,669,0,-84.3903,2021
2044,1,20,113109.0,407,11,-74.006,2021
2045,1,28,60028.0,1047,1,-94.2088,2021
2046,0,13,53637.0,274,1,-77.0365,2021
2047,0,20,87020.0,1253,7,-122.178,2021
2048,1,20,98732.0,974,5,-122.307,2021
2049,0,18,40256.0,298,20,-118.369,2021
2050,1,20,49416.0,980,9,130.875,2021
2051,1,13,21204.0,1512,6,-74.006,2021
2052,1,20,54099.0,1342,12,-73.454,2021
2053,1,34,35345.0,2078,5,-121.768,2021
2054,1,30,247217.0,179,45,-121.955,2021
2055,1,20,49480.0,659,14,-122.032,2021
2056,0,12,44834.0,523,25,-73.714,2021
2057,0,20,50682.0,1252,30,-77.358,2021
2058,0,21,28014.0,299,46,151.208,2021
2059,0,20,83298.0,559,7,-122.287,2021
2060,0,21,64915.0,1762,285,-122.083,2021
2061,1,19,78707.0,1386,13,-121.955,2021
2062,0,20,32008.0,1369,6,-121.891,2021
2063,1,24,49424.0,1365,2,-122.233,2021
2064,1,20,62174.0,1303,5,-121.891,2021
2065,1,23,48958.0,1142,9,-121.891,2021
2066,1,25,45202.0,1098,11,-73.714,2021
2067,1,12,35417.0,1243,18,-73.714,2021
2068,1,44,35502.0,988,407,-122.192,2021
2069,1,20,46229.0,756,3,-71.2358,2021
2070,1,10,139694.0,1230,6,126.978,2021
2071,0,32,112623.0,1330,14,-122.33,2021
2072,0,21,193819.0,302,9,-115.149,2021
2073,1,1,45313.0,1139,5,139.759,2021
2074,0,20,99269.0,460,10,-77.1776,2021
2075,1,38,107863.0,1020,15,-84.3903,2021
2076,1,8,39931.0,1089,5,138.687,2021
2077,1,22,92917.0,775,19,-77.1929,2021
2078,1,23,72872.0,965,18,103.852,2021
2079,0,30,87919.0,986,2,-122.083,2021
2080,1,20,34064.0,509,3,-121.955,2021
2081,0,17,54081.0,743,1,-121.891,2021
2082,1,20,62831.0,1050,15,-6.26027,2021
2083,1,20,118381.0,957,14,116.391,2021
2084,1,20,45868.0,662,2,-83.1763,2021
2085,1,20,216272.0,1565,4,-121.955,2021
2086,0,30,78709.0,125,2,-78.7812,2021
2087,1,20,113943.0,1649,8,-121.875,2021
2088,1,20,51153.0,2020,9,-74.006,2021
2089,1,30,87303.0,1476,6,-122.42,2021
2090,1,20,78656.0,1288,6,-94.2088,2021
2091,1,20,59799.0,630,11,-74.4426,2021
2092,0,20,57297.0,440,11,-122.33,2021
2093,1,19,47016.0,983,24,-79.9901,2021
2094,0,17,34089.0,132,16,-82.2272,2021
2095,1,20,34650.0,644,15,-121.891,2021
2096,1,20,37751.0,790,1,-121.955,2021
2097,0,20,52468.0,1426,9,-122.032,2021
2098,1,20,21477.0,1006,9,116.391,2021
2099,1,15,43020.0,764,15,-80.8431,2021
2100,1,19,66387.0,848,8,-73.714,2021
2101,1,20,91118.0,2073,2,-121.891,2021
2102,1,18,70291.0,978,16,8.65118,2021
2103,1,22,32829.0,526,9,-122.083,2021
2104,1,17,90667.0,956,9,138.687,2021
2105,1,20,47796.0,880,3,-73.714,2021
2106,1,24,37827.0,957,16,-122.248,2021
2107,0,23,74997.0,928,5,-74.006,2021
2108,1,28,231931.0,1590,3,-121.955,2021
2109,1,20,93684.0,426,6,-73.714,2021
2110,0,20,113595.0,1125,5,-122.178,2021
2111,1,30,94241.0,1201,47,-117.163,2021
2112,1,10,45216.0,476,1,126.852,2021
2113,1,19,73600.0,816,9,114.121,2021
2114,1,26,124521.0,1488,36,-8.26118,2021
2115,1,16,66674.0,1328,17,-122.083,2021
2116,1,21,34058.0,1152,46,-73.714,2021
2117,1,20,37337.0,755,7,127.029,2021
2118,0,20,76465.0,545,13,-71.5196,2021
2119,1,20,83070.0,802,1,-122.42,2021
2120,1,17,24655.0,1023,6,5.47863,2021
2121,0,20,58309.0,188,5,-74.006,2021
2122,0,20,40989.0,433,2,-122.083,2021
2123,0,14,61802.0,911,3,-94.6265,2021
2124,1,20,53934.0,1881,6,-121.891,2021
2125,1,20,56137.0,833,4,-95.3677,2021
2126,1,22,245884.0,2567,32,-122.33,2021
2127,1,20,51890.0,1765,4,-121.891,2021
2128,1,30,71726.0,624,2,-78.7812,2021
2129,1,17,24607.0,606,14,-74.006,2021
2130,1,20,79606.0,530,2,-77.1776,2021
2131,1,19,98485.0,889,12,-122.42,2021
2132,0,20,72650.0,777,2,-122.42,2021
2133,1,11,34173.0,997,17,-79.9901,2021
2134,0,20,46754.0,400,3,5.47863,2021
2135,1,18,62345.0,847,2,-95.3677,2021
2136,1,19,56641.0,1062,6,-122.083,2021
2137,1,20,68089.0,939,19,-121.955,2021
2138,1,18,59883.0,1056,42,-71.5196,2021
2139,1,20,42430.0,694,10,-122.192,2021
2140,1,20,45809.0,1387,6,-6.26027,2021
2141,1,19,33173.0,1041,2,-71.5196,2021
2142,1,20,24860.0,714,6,120.969,2021
2143,0,20,48067.0,1104,8,-87.8445,2021
2144,1,20,97643.0,732,3,-121.891,2021
2145,1,22,102515.0,791,24,-121.891,2021
2146,1,28,26850.0,554,6,-122.42,2021
2147,0,20,52635.0,1796,2,-122.33,2021
2148,1,18,36568.0,1469,15,10.3846,2021
2149,1,20,59700.0,754,3,-77.1776,2021
2150,0,20,78382.0,937,7,-88.9939,2021
2151,1,20,90670.0,1120,25,-121.891,2021
2152,1,20,110156.0,1015,3,-97.6788,2021
2153,1,18,39567.0,609,21,-77.2717,2021
2154,0,20,48614.0,307,1,-121.891,2021
2155,1,20,90523.0,645,25,-121.891,2021
2156,0,20,72173.0,343,2,-6.26027,2021
2157,1,14,83790.0,790,53,-122.233,2021
2158,1,21,46154.0,784,32,50.1202,2021
2159,1,6,15495.0,1365,7,138.687,2021
2160,1,18,106374.0,643,7,-116.201,2021
2161,0,20,79814.0,559,7,-6.26027,2021
2162,1,10,46559.0,792,12,-80.8431,2021
2163,1,20,39544.0,547,5,-117.826,2021
2164,1,15,45389.0,1084,5,-96.6925,2021
2165,1,25,44810.0,895,12,-73.714,2021
2166,1,15,41795.0,818,5,10.3846,2021
2167,1,11,90559.0,544,15,-122.16,2021
2168,0,20,50443.0,953,3,-122.33,2021
2169,1,18,41094.0,816,4,139.759,2021
2170,1,19,21604.0,293,8,-117.826,2021
2171,1,20,33285.0,1616,8,-111.849,2021
2172,1,20,39620.0,839,23,-121.891,2021
2173,1,19,30293.0,1518,9,10.3846,2021
2174,1,21,67704.0,1370,5,-75.7631,2021
2175,1,15,41880.0,573,13,-6.26027,2021
2176,1,20,111991.0,225,6,-74.006,2021
2177,1,18,61088.0,986,15,-6.26027,2021
2178,1,18,33851.0,719,4,-80.8431,2021
2179,1,20,70019.0,588,3,-94.2088,2021
2180,0,20,96299.0,147,3,-74.006,2021
2181,1,19,77669.0,497,4,-77.2315,2021
2182,1,5,93236.0,636,12,139.759,2021
2183,1,19,48174.0,1210,2,127.029,2021
2184,1,23,77195.0,1391,5,-122.083,2021
2185,1,8,73552.0,531,15,139.759,2021
2186,1,20,60441.0,973,5,-73.714,2021
2187,1,11,48614.0,1215,5,138.687,2021
2188,1,19,59035.0,981,24,-122.083,2021
2189,1,20,53058.0,1041,5,-73.714,2021
2190,1,24,34051.0,1083,47,-73.714,2021
2191,1,27,45561.0,1173,46,-73.714,2021
2192,1,27,45561.0,1113,45,-73.714,2021
2193,1,12,18402.0,708,3,138.687,2021
2194,1,26,39763.0,1173,46,-73.714,2021
2195,1,21,39764.0,1127,46,-73.714,2021
2196,1,10,27755.0,1240,8,-79.9901,2021
2197,1,10,52499.0,860,35,-73.714,2021
2198,1,20,67144.0,741,5,-93.4708,2021
2199,1,27,225317.0,426,11,-121.955,2021
2200,1,8,97411.0,1412,17,-73.714,2021
2201,1,19,65460.0,1344,10,139.759,2021
2202,1,30,208151.0,1508,49,-122.42,2021
2203,0,20,224479.0,1188,10,-122.33,2021
2204,1,20,26286.0,1148,6,-73.714,2021
2205,1,20,71252.0,1089,21,-122.248,2021
2206,1,11,34982.0,1461,34,7.09666,2021
2207,1,20,60469.0,680,3,-6.26027,2021
2208,0,20,200819.0,727,13,-122.33,2021
2209,1,20,85774.0,977,13,-87.9225,2021
2210,0,21,77988.0,266,13,-122.42,2021
2211,1,15,40114.0,1063,19,-121.891,2021
2212,1,20,84956.0,616,9,-73.714,2021
2213,1,22,68591.0,365,10,-121.891,2021
2214,1,13,80020.0,937,3,138.687,2021
2215,1,18,52500.0,1408,35,-73.714,2021
2216,1,20,37174.0,907,5,-121.955,2021
2217,1,22,79580.0,1579,112,-75.1635,2021
2218,0,20,46639.0,536,3,-122.117,2021
2219,1,20,44852.0,844,4,9.18001,2021
2220,1,20,43827.0,546,6,-71.0583,2021
2221,0,20,29607.0,1236,7,-122.083,2021
2222,1,19,43175.0,1441,9,-73.9396,2021
2223,1,20,46691.0,1397,9,-122.33,2021
2224,1,20,45158.0,878,12,-122.124,2021
2225,1,20,52704.0,1498,25,-6.26027,2021
2226,1,30,47850.0,1091,4,-73.6918,2021
2227,1,20,47185.0,697,1,-122.083,2021
2228,0,20,104910.0,243,6,-6.26027,2021
2229,0,20,23621.0,1617,5,139.759,2021
2230,0,20,50985.0,309,11,-87.8265,2021
2231,1,20,59095.0,440,2,-122.117,2021
2232,1,21,57416.0,1019,6,148.01,2021
2233,1,20,53394.0,875,15,-73.714,2021
2234,0,18,24880.0,561,18,114.19,2021
2235,0,23,50331.0,1509,32,-122.42,2021
2236,1,20,164497.0,1488,3,-122.178,2021
2237,1,19,41250.0,725,15,-122.42,2021
2238,1,17,25442.0,1027,11,139.759,2021
2239,1,17,56601.0,1378,10,-73.714,2021
2240,1,8,38575.0,1408,11,-73.714,2021
2241,1,8,38579.0,1384,11,-73.714,2021
2242,1,19,66999.0,1271,5,139.759,2021
2243,0,19,58021.0,573,9,2.34839,2021
2244,1,18,23483.0,1133,18,-74.006,2021
2245,1,25,78179.0,771,6,-73.714,2021
2246,1,28,72038.0,368,115,-115.149,2021
2247,1,20,161440.0,950,0,-111.659,2021
2248,0,20,85599.0,1523,6,-121.955,2021
2249,1,18,38063.0,869,7,-122.083,2021
2250,1,18,49465.0,1657,7,-96.6925,2021
2251,1,20,76285.0,1516,14,-122.083,2021
2252,1,20,44284.0,1195,5,-73.714,2021
2253,0,12,32423.0,561,10,-122.083,2021
2254,1,20,65028.0,802,11,-77.1776,2021
2255,1,23,210432.0,895,55,-71.0583,2021
2256,1,20,220165.0,839,34,-121.955,2021
2257,1,16,47283.0,1540,47,-79.3839,2021
2258,1,17,79385.0,811,5,-122.42,2021
2259,1,20,88359.0,281,1,24.6568,2021
2260,0,20,56986.0,921,45,-74.006,2021
2261,0,12,32153.0,2492,31,-122.083,2021
2262,1,10,45822.0,1559,7,134.86,2021
2263,0,20,32349.0,561,28,-80.8431,2021
2264,1,17,56989.0,1076,16,-122.42,2021
2265,1,20,42290.0,974,15,-73.714,2021
2266,1,24,58197.0,1693,11,-121.891,2021
2267,0,19,43886.0,355,8,-84.3903,2021
2268,1,20,58630.0,866,4,-121.891,2021
2269,1,20,34777.0,1383,11,-121.891,2021
2270,1,20,164487.0,1502,1,-122.178,2021
2271,1,20,48731.0,1421,1,-122.124,2021
2272,1,20,183659.0,764,19,-71.0583,2021
2273,1,28,52816.0,1041,17,-84.3903,2021
2274,1,20,83296.0,629,7,-122.287,2021
2275,1,20,75035.0,638,12,-77.1776,2021
2276,0,20,67371.0,273,11,151.208,2021
2277,1,20,58816.0,973,7,-73.714,2021
2278,0,15,91486.0,1470,17,-75.3832,2021
2279,1,20,42160.0,1383,11,-77.2717,2021
2280,1,21,41659.0,1167,2,9.34375,2021
2281,1,20,65311.0,998,8,-121.955,2021
2282,1,22,46899.0,713,8,-122.083,2021
2283,1,20,50830.0,627,2,-73.5698,2021
2284,0,17,126298.0,193,32,-121.875,2021
2285,1,19,24960.0,1714,18,-117.726,2021
2286,1,15,25697.0,1247,3,-93.1566,2021
2287,0,20,79028.0,284,6,151.208,2021
2288,1,26,251001.0,623,48,-77.3064,2021
2289,1,28,142076.0,243,1,-78.7812,2021
2290,1,20,51103.0,1663,16,-84.3903,2021
2291,0,20,22353.0,1462,4,-74.006,2021
2292,1,10,4518.0,1176,10,9.18001,2021
2293,0,20,43360.0,489,0,-77.1776,2021
2294,1,12,44300.0,992,9,-73.714,2021
2295,1,19,52708.0,900,7,-121.891,2021
2296,1,17,40719.0,546,2,-74.006,2021
2297,0,20,25730.0,1119,22,-122.33,2021
2298,1,9,49289.0,953,4,138.687,2021
2299,1,20,70673.0,894,11,-87.9225,2021
2300,1,15,31779.0,917,5,-122.124,2021
2301,1,20,33025.0,729,4,-97.6788,2021
2302,0,20,80784.0,788,19,-80.8431,2021
2303,0,17,126298.0,200,32,-121.875,2021
2304,1,20,59503.0,922,14,-115.149,2021
2305,1,32,85865.0,865,12,-89.3838,2021
2306,1,17,86231.0,763,15,-0.078521,2021
2307,0,20,100771.0,873,6,-122.269,2021
2308,1,22,84904.0,1895,11,-122.973,2021
2309,1,20,48894.0,1407,7,-73.714,2021
2310,1,20,31155.0,1204,3,-121.891,2021
2311,1,21,107499.0,1701,6,-74.006,2021
2312,1,20,83708.0,1553,3,-122.42,2021
2313,1,20,35983.0,735,16,-77.1776,2021
2314,1,20,69106.0,1398,14,-73.714,2021
2315,1,19,54230.0,841,5,-73.714,2021
2316,1,21,56405.0,953,29,-118.326,2021
2317,1,17,59511.0,1558,13,-73.714,2021
2318,1,20,71771.0,1404,8,18.0711,2021
2319,1,20,46394.0,946,14,-121.891,2021
2320,1,20,205208.0,776,97,-74.0928,2021
2321,1,20,46944.0,1292,8,-105.052,2021
2322,1,21,52324.0,608,11,121.564,2021
2323,1,12,22326.0,659,20,50.1202,2021
2324,0,20,32025.0,445,4,50.1202,2021
2325,0,20,76906.0,482,7,139.703,2021
2326,1,22,24713.0,1085,5,-96.7969,2021
2327,1,25,59729.0,874,23,-73.714,2021
2328,1,20,48270.0,593,17,-93.4708,2021
2329,1,20,29699.0,795,7,-77.0365,2021
2330,1,12,194241.0,180,10,-122.42,2021
2331,1,20,28721.0,525,7,-122.083,2021
2332,1,20,56035.0,1436,5,-122.973,2021
2333,1,20,41348.0,1112,2,-77.1776,2021
2334,1,20,31173.0,1324,3,-73.714,2021
2335,1,20,61804.0,1292,1,-73.714,2021
2336,1,20,151613.0,1237,49,-122.124,2021
2337,0,20,50588.0,189,11,-123.114,2021
2338,1,14,201070.0,530,24,-121.955,2021
2339,1,20,38652.0,692,21,-89.9669,2021
2340,1,20,50518.0,701,4,-122.124,2021
2341,1,20,65226.0,1030,9,-73.714,2021
2342,1,15,59295.0,706,21,-121.891,2021
2343,1,20,76364.0,755,14,-77.1776,2021
2344,1,16,40865.0,501,5,-121.891,2021
2345,1,19,81253.0,1138,6,-121.955,2021
2346,1,19,55500.0,592,8,50.1202,2021
2347,1,7,26546.0,1119,9,138.687,2021
2348,1,20,238021.0,888,43,-121.955,2021
2349,1,12,23288.0,939,7,-96.6925,2021
2350,1,22,51174.0,438,5,-118.491,2021
2351,1,20,97728.0,1406,13,-122.178,2021
2352,1,30,208063.0,1564,50,-122.42,2021
2353,1,20,31642.0,1230,6,-74.006,2021
2354,1,20,40556.0,823,2,-74.006,2021
2355,1,22,83049.0,966,21,-121.907,2021
2356,1,15,114689.0,753,2,139.759,2021
2357,1,20,63857.0,1559,14,-122.178,2021
2358,1,20,43944.0,1769,24,-121.955,2021
2359,0,20,96424.0,1512,0,-122.192,2021
2360,1,18,34712.0,1454,8,-71.1056,2021
2361,0,20,106775.0,1448,5,-122.33,2021
2362,1,19,97776.0,1209,5,-121.891,2021
2363,1,21,50274.0,819,59,-122.42,2021
2364,0,20,206955.0,1693,186,-88.9939,2021
2365,1,20,112285.0,502,10,-122.083,2021
2366,0,17,92308.0,210,6,-74.006,2021
2367,1,20,63951.0,827,8,-122.083,2021
2368,1,12,29507.0,802,8,-122.568,2021
2369,1,18,29603.0,239,18,-80.8431,2021
2370,1,19,76604.0,1645,6,-122.083,2021
2371,1,20,49985.0,756,14,-71.5196,2021
2372,1,20,50066.0,756,14,-71.5196,2021
2373,1,14,38346.0,1457,6,-121.955,2021
2374,1,20,70639.0,783,34,-122.032,2021
2375,1,20,36451.0,747,21,-71.5196,2021
